building_number,lab,labs_c_desktop,non_labs_c_desktop,c_server,wet_lab_instruments,labs_delta_temperature_area,non_labs_delta_temperature_area,delta_temperature,area_sm,direct_consumption,indirect_consumption
51,1,136,0,4.0,30.0,40397.56989247313,0.0,7.056344086021507,5725,196203.98,78416.37605556869
51,1,137,0,4.0,30.0,27415.116666666654,0.0,4.788666666666664,5725,191203.73,61784.05066055164
51,1,137,0,4.0,30.0,11896.91935483871,0.0,2.0780645161290323,5725,170700.03,44114.97635765694
51,1,137,0,4.0,30.0,11972.883333333324,0.0,2.0913333333333317,5725,157719.49,31752.902905229384
51,1,137,0,4.0,30.0,43908.90322580646,0.0,7.669677419354841,5725,170865.64,16611.989802557
54,1,364,0,0.0,6.0,54544.35999999999,0.0,10.112043010752688,5394,54440.36,19442.46112004828
54,1,364,0,0.0,6.0,47472.33714285713,0.0,8.80095238095238,5394,46521.39,19853.49740579599
54,1,364,0,0.0,6.0,43265.67999999999,0.0,8.021075268817203,5394,56799.66,36977.929143830734
54,1,365,0,0.0,6.0,21381.815999999995,0.0,3.963999999999999,5394,46754.45,19235.87722539748
54,1,365,0,0.0,6.0,25347.15999999998,0.0,4.699139784946233,5394,51854.99,39213.60308906804
54,1,365,0,0.0,6.0,38580.28533333332,0.0,7.152444444444441,5394,81749.26,63275.065950336015
54,1,368,0,0.0,6.0,43353.83999999999,0.0,8.037419354838708,5394,89388.53,79230.4598713806
54,1,368,0,0.0,6.0,38061.92000000001,0.0,7.056344086021507,5394,94225.34,101663.52432328644
54,1,369,0,0.0,6.0,25830.06799999999,0.0,4.788666666666664,5394,70238.21,68990.10795916912
54,1,369,0,0.0,6.0,11209.08,0.0,2.0780645161290323,5394,70646.43,64248.83963585933
54,1,369,0,0.0,6.0,11280.651999999991,0.0,2.0913333333333317,5394,101914.42,46550.42058472725
54,1,370,0,0.0,6.0,41370.24000000001,0.0,7.669677419354841,5394,107100.62,43130.15300634834
55,1,389,0,12.0,2.0,47324.36129032258,0.0,10.112043010752688,4680,27707.78,13613.720957096137
55,1,389,0,12.0,2.0,41188.457142857136,0.0,8.80095238095238,4680,24173.64,7137.213900591034
55,1,389,0,12.0,2.0,37538.63225806451,0.0,8.021075268817203,4680,26365.43,8948.122712870878
55,1,389,0,12.0,2.0,18551.519999999997,0.0,3.963999999999999,4680,23513.8,4269.588741255729
55,1,389,0,12.0,2.0,21991.974193548373,0.0,4.699139784946233,4680,26510.76,16676.473999531092
55,1,390,0,12.0,2.0,33473.43999999999,0.0,7.152444444444441,4680,26047.35,24964.762078848333
55,1,391,0,12.0,2.0,37615.122580645155,0.0,8.037419354838708,4680,26904.76,31175.164880163484
55,1,391,0,12.0,2.0,33023.69032258065,0.0,7.056344086021507,4680,24064.07,30230.99748083189
55,1,392,0,12.0,2.0,22410.95999999999,0.0,4.788666666666664,4680,22576.61,29078.382105205383
55,1,393,0,12.0,2.0,9725.341935483872,0.0,2.0780645161290323,4680,21404.29,20961.475387785445
55,1,393,0,12.0,2.0,9787.439999999993,0.0,2.0913333333333317,4680,26708.03,11548.649645234678
55,1,393,0,12.0,2.0,35894.090322580654,0.0,7.669677419354841,4680,28380.51,11608.68080417616
56,0,0,64,0.0,0.0,0.0,12094.003440860215,10.112043010752688,1196,16581.58,3479.0585663577217
56,0,0,64,0.0,0.0,0.0,10525.939047619046,8.80095238095238,1196,14453.63,1823.958864197584
56,0,0,64,0.0,0.0,0.0,9593.206021505375,8.021075268817203,1196,15636.86,2286.7460725444053
56,0,0,64,0.0,0.0,0.0,4740.943999999999,3.963999999999999,1196,14913.79,1091.1208953346516
56,0,0,64,0.0,0.0,0.0,5620.171182795695,4.699139784946233,1196,16806.9,4261.769603381102
56,0,0,65,0.0,0.0,0.0,8554.323555555551,7.152444444444441,1196,16464.76,6379.882068471867
56,0,0,65,0.0,0.0,0.0,9612.753548387094,8.037419354838708,1196,17113.23,7966.992746690704
56,0,0,65,0.0,0.0,0.0,8439.387526881723,7.056344086021507,1196,15534.17,7725.7005543277555
56,0,0,65,0.0,0.0,0.0,5727.245333333331,4.788666666666664,1196,16765.42,7431.143593377873
56,0,0,65,0.0,0.0,0.0,2485.3651612903227,2.0780645161290323,1196,14827.18,5356.822885086258
56,0,0,65,0.0,0.0,0.0,2501.234666666665,2.0913333333333317,1196,15969.44,2951.3197905071884
56,0,0,68,0.0,0.0,0.0,9172.93419354839,7.669677419354841,1196,16508.48,2966.6640233398384
57,1,62,0,0.0,3.0,20224.086021505376,0.0,10.112043010752688,2000,20922.03,5817.827807300614
57,1,62,0,0.0,3.0,17601.90476190476,0.0,8.80095238095238,2000,12009.94,3050.091915402403
57,1,62,0,0.0,3.0,16042.150537634407,0.0,8.021075268817203,2000,18638.38,3823.988682608157
57,1,62,0,0.0,3.0,7927.999999999998,0.0,3.963999999999999,2000,17200.26,1824.6077419897367
57,1,62,0,0.0,3.0,9398.279569892466,0.0,4.699139784946233,2000,18904.72,7126.6937860922735
57,1,62,0,0.0,3.0,14304.888888888883,0.0,7.152444444444441,2000,18671.6,10668.701310707336
57,1,62,0,0.0,3.0,16074.838709677415,0.0,8.037419354838708,2000,18617.22,13322.717916742624
57,1,62,0,0.0,3.0,14112.688172043016,0.0,7.056344086021507,2000,17505.26,12919.23144375459
57,1,62,0,0.0,3.0,9577.333333333328,0.0,4.788666666666664,2000,16314.01,12426.664499449756
57,1,64,0,0.0,3.0,4156.129032258064,0.0,2.0780645161290323,2000,16077.89,8957.899177430081
57,1,64,0,0.0,3.0,4182.666666666663,0.0,2.0913333333333317,2000,16819.85,4935.315616533449
57,1,64,0,0.0,3.0,15339.354838709682,0.0,7.669677419354841,2000,21366.72,4960.973595753339
58,1,330,0,2.0,17.0,43309.88021505376,0.0,10.112043010752688,4283,62827.02,8116.97819880561
58,1,346,0,2.0,17.0,37694.47904761904,0.0,8.80095238095238,4283,53938.73,6655.26476145517
58,1,346,0,2.0,17.0,34354.26537634408,0.0,8.021075268817203,4283,58667.76,9206.180573769509
58,1,347,0,2.0,17.0,16977.811999999994,0.0,3.963999999999999,4283,50539.17,29161.170279343794
58,1,347,0,2.0,17.0,20126.415698924717,0.0,4.699139784946233,4283,54644.11,48989.259309293535
58,1,348,0,2.0,17.0,30633.91955555554,0.0,7.152444444444441,4283,57196.37,75271.98862685707
58,1,351,0,2.0,17.0,34424.26709677419,0.0,8.037419354838708,4283,58344.69,85254.22612928785
58,1,352,0,2.0,19.0,30222.321720430115,0.0,7.056344086021507,4283,53258.79,84154.45028537298
58,1,352,0,2.0,20.0,20509.859333333323,0.0,4.788666666666664,4283,52663.6,68097.20941316763
58,1,353,0,2.0,20.0,8900.350322580645,0.0,2.0780645161290323,4283,51233.22,53785.71107506808
58,1,353,0,2.0,20.0,8957.18066666666,0.0,2.0913333333333317,4283,53044.78,39928.51129978659
58,1,354,0,2.0,20.0,32849.22838709678,0.0,7.669677419354841,4283,59089.34,13817.309305339291
59,1,372,0,1.0,37.0,29355.26086021505,0.0,10.112043010752688,2903,54230.0,0.0
59,1,373,0,1.0,37.0,25549.164761904758,0.0,8.80095238095238,2903,48944.0,0.0
59,1,374,0,1.0,37.0,23285.18150537634,0.0,8.021075268817203,2903,49606.0,0.0
59,1,375,0,1.0,37.0,11507.491999999997,0.0,3.963999999999999,2903,40851.0,8038.079064375938
59,1,379,0,1.0,37.0,13641.602795698915,0.0,4.699139784946233,2903,48259.0,14535.455354732389
59,1,380,0,1.0,37.0,20763.546222222212,0.0,7.152444444444441,2903,50644.0,24166.45726782176
59,1,381,0,1.0,37.0,23332.628387096767,0.0,8.037419354838708,2903,53419.0,32127.017641411745
59,1,381,0,1.0,37.0,20484.566881720435,0.0,7.056344086021507,2903,53697.0,32821.25536305189
59,1,381,0,1.0,39.0,13901.499333333326,0.0,4.788666666666664,2903,51264.0,25257.989387090925
59,1,384,0,1.0,39.0,6032.6212903225805,0.0,2.0780645161290323,2903,53566.0,13712.536576687982
59,1,389,0,1.0,39.0,6071.140666666662,0.0,2.0913333333333317,2903,50261.0,8459.103151937854
59,1,390,0,1.0,40.0,22265.073548387103,0.0,7.669677419354841,2903,52990.0,382.26187805323127
60,1,11,0,0.0,4.0,22246.49462365591,0.0,10.112043010752688,2200,19760.68,6399.617068051845
60,1,11,0,0.0,4.0,19362.095238095237,0.0,8.80095238095238,2200,18089.87,3355.107014195593
60,1,11,0,0.0,4.0,17646.365591397847,0.0,8.021075268817203,2200,18174.49,4206.381548406634
60,1,12,0,0.0,4.0,8720.799999999997,0.0,3.963999999999999,2200,15174.85,2007.0685161887109
60,1,12,0,0.0,4.0,10338.107526881713,0.0,4.699139784946233,2200,17348.29,7839.367556399489
60,1,12,0,0.0,4.0,15735.37777777777,0.0,7.152444444444441,2200,16841.84,11735.56638281222
60,1,12,0,0.0,4.0,17682.322580645156,0.0,8.037419354838708,2200,18532.26,14654.99466340263
60,1,12,0,0.0,4.0,15523.956989247316,0.0,7.056344086021507,2200,14660.39,14211.157823040983
60,1,14,0,0.0,4.0,10535.066666666662,0.0,4.788666666666664,2200,15254.51,13669.329824525696
60,1,14,0,0.0,4.0,4571.741935483871,0.0,2.0780645161290323,2200,13427.93,9853.684522856802
60,1,15,0,0.0,4.0,4600.93333333333,0.0,2.0913333333333317,2200,12914.0,5428.853021632272
60,1,15,0,0.0,4.0,16873.29032258065,0.0,7.669677419354841,2200,16471.27,5457.070955328673
62,1,222,0,44.0,73.0,38031.39376344086,0.0,10.112043010752688,3761,55887.0,11004.384912190237
62,1,224,0,44.0,73.0,33100.381904761896,0.0,8.80095238095238,3761,49217.0,9428.15292495051
62,1,225,0,44.0,74.0,30167.2640860215,0.0,8.021075268817203,3761,53655.0,10272.842141343242
62,1,226,0,44.0,74.0,14908.603999999996,0.0,3.963999999999999,3761,45448.0,28426.954682716874
62,1,226,0,44.0,74.0,17673.464731182783,0.0,4.699139784946233,3761,54931.0,30136.34762068756
62,1,226,0,44.0,74.0,26900.343555555544,0.0,7.152444444444441,3761,55287.0,43847.72647499989
62,1,227,0,44.0,74.0,30228.73419354838,0.0,8.037419354838708,3761,57494.0,51813.64176738203
62,1,228,0,44.0,74.0,26538.910107526888,0.0,7.056344086021507,3761,60457.0,57356.448116936524
62,1,228,0,44.0,74.0,18010.175333333325,0.0,4.788666666666664,3761,59102.0,50905.32969474863
62,1,232,0,44.0,74.0,7815.60064516129,0.0,2.0780645161290323,3761,44588.0,40598.88799430333
62,1,233,0,44.0,74.0,7865.50466666666,0.0,2.0913333333333317,3761,57920.0,25829.913525336764
62,1,233,0,44.0,74.0,28845.656774193554,0.0,7.669677419354841,3761,63768.0,15744.742151179396
63,1,198,0,5.0,28.0,25927.27827956989,0.0,10.112043010752688,2564,46787.0,23405.68094819889
63,1,198,0,5.0,28.0,22565.641904761902,0.0,8.80095238095238,2564,46365.0,23620.150918475603
63,1,198,0,5.0,28.0,20566.03698924731,0.0,8.021075268817203,2564,48338.0,30927.987327252355
63,1,199,0,5.0,28.0,10163.695999999998,0.0,3.963999999999999,2564,41250.0,22047.01367926374
63,1,199,0,5.0,28.0,12048.59440860214,0.0,4.699139784946233,2564,47815.0,52103.620958498985
63,1,200,0,5.0,28.0,18338.86755555555,0.0,7.152444444444441,2564,47464.0,68547.0243798697
63,1,201,0,5.0,28.0,20607.943225806448,0.0,8.037419354838708,2564,50004.0,95670.62688833346
63,1,224,0,5.0,28.0,18092.466236559147,0.0,7.056344086021507,2564,77252.0,104119.26382587856
63,1,224,0,5.0,28.0,12278.141333333328,0.0,4.788666666666664,2564,68040.0,78993.70330979128
63,1,224,0,5.0,28.0,5328.157419354839,0.0,2.0780645161290323,2564,65833.0,65762.93931281786
63,1,226,0,5.0,28.0,5362.178666666662,0.0,2.0913333333333317,2564,44822.0,28980.27567744919
63,1,228,0,5.0,28.0,19665.052903225813,0.0,7.669677419354841,2564,51537.0,40444.61988549789
64,1,99,0,7.0,5.0,15623.106451612903,0.0,10.112043010752688,1545,38169.32,10274.280926883144
64,1,100,0,7.0,5.0,13597.471428571427,0.0,8.80095238095238,1545,34549.57,14612.91339518698
64,1,103,0,7.0,5.0,12392.56129032258,0.0,8.021075268817203,1545,40109.96,15247.514859353078
64,1,104,0,7.0,5.0,6124.379999999998,0.0,3.963999999999999,1545,33379.28,11998.826880066536
64,1,105,0,7.0,5.0,7260.17096774193,0.0,4.699139784946233,1545,37505.13,24945.942498421296
64,1,105,0,7.0,5.0,11050.526666666661,0.0,7.152444444444441,1545,29185.09,37359.926547029805
64,1,105,0,7.0,5.0,12417.812903225804,0.0,8.037419354838708,1545,49897.41,39750.41185673337
64,1,105,0,7.0,5.0,10902.05161290323,0.0,7.056344086021507,1545,44783.87,49967.87919700284
64,1,105,0,7.0,5.0,7398.489999999996,0.0,4.788666666666664,1545,41380.44,35613.06131772723
64,1,105,0,7.0,5.0,3210.6096774193547,0.0,2.0780645161290323,1545,39240.88,29866.438573399297
64,1,106,0,7.0,5.0,3231.1099999999974,0.0,2.0913333333333317,1545,43379.41,20948.094652157324
64,1,107,0,7.0,5.0,11849.65161290323,0.0,7.669677419354841,1545,47826.59,9972.35079720452
65,0,0,1,0.0,0.0,0.0,13631.033978494623,10.112043010752688,1348,11572.0,0.0
65,0,0,1,0.0,0.0,0.0,11863.683809523807,8.80095238095238,1348,9863.0,0.0
65,0,0,1,0.0,0.0,0.0,10812.40946236559,8.021075268817203,1348,11597.0,0.0
65,0,0,1,0.0,0.0,0.0,5343.471999999999,3.963999999999999,1348,11654.0,0.0
65,0,0,1,0.0,0.0,0.0,6334.440430107522,4.699139784946233,1348,11568.0,0.0
65,0,0,1,0.0,0.0,0.0,9641.495111111108,7.152444444444441,1348,17995.13,0.0
65,0,0,1,0.0,0.0,0.0,10834.441290322578,8.037419354838708,1348,19896.74,0.0
65,0,0,1,0.0,0.0,0.0,9511.951827956991,7.056344086021507,1348,13092.35,0.0
65,0,0,1,0.0,0.0,0.0,6455.1226666666635,4.788666666666664,1348,13020.17,0.0
65,0,0,1,0.0,0.0,0.0,2801.2309677419357,2.0780645161290323,1348,10687.0,0.0
65,0,0,1,0.0,0.0,0.0,2819.1173333333313,2.0913333333333317,1348,10563.0,0.0
65,0,0,1,0.0,0.0,0.0,10338.725161290326,7.669677419354841,1348,10323.0,0.0
70,0,0,279,0.0,0.0,0.0,112466.1423655914,10.112043010752688,11122,233120.13,16154.97789958226
70,0,0,279,0.0,0.0,0.0,97884.19238095237,8.80095238095238,11122,195840.44,18348.11669316359
70,0,0,281,0.0,0.0,0.0,89210.39913978493,8.021075268817203,11122,212507.96,15112.567501037043
70,0,0,289,0.0,0.0,0.0,44087.60799999999,3.963999999999999,11122,178449.35,9080.174961605117
70,0,0,289,0.0,0.0,0.0,52263.832688172006,4.699139784946233,11122,215694.29,43052.01300637057
70,0,0,291,0.0,0.0,0.0,79549.48711111107,7.152444444444441,11122,216864.21,64169.6833532024
70,0,0,294,0.0,0.0,0.0,89392.1780645161,8.037419354838708,11122,221734.76,74108.0947098854
70,0,0,324,0.0,0.0,0.0,78480.65892473121,7.056344086021507,11122,193427.55,70548.67369432152
70,0,0,324,0.0,0.0,0.0,53259.55066666664,4.788666666666664,11122,188106.28,57431.87610411648
70,0,0,324,0.0,0.0,0.0,23112.233548387096,2.0780645161290323,11122,190369.18,44898.28272241604
70,0,0,324,0.0,0.0,0.0,23259.809333333316,2.0913333333333317,11122,218081.53,23183.92836968544
70,0,0,325,0.0,0.0,0.0,85302.15225806454,7.669677419354841,11122,254822.94,9003.091531725711
71,0,0,153,1.0,1.0,0.0,58225.14365591398,10.112043010752688,5758,107945.88,2341.2705291147963
71,0,0,157,1.0,1.0,0.0,50675.8838095238,8.80095238095238,5758,86543.2,7880.204547564194
71,0,0,160,1.0,1.0,0.0,46185.35139784945,8.021075268817203,5758,90561.58,5749.93874885151
71,0,0,161,1.0,1.0,0.0,22824.711999999996,3.963999999999999,5758,74736.58,2764.388799422776
71,0,0,163,1.0,1.0,0.0,27057.64688172041,4.699139784946233,5758,90220.35,17131.201388491576
71,0,0,164,1.0,1.0,0.0,41183.77511111109,7.152444444444441,5758,88779.41,24286.5469991535
71,0,0,173,1.0,1.0,0.0,46279.46064516128,8.037419354838708,5758,97015.03,29811.82037289428
71,0,0,174,1.0,1.0,0.0,40630.42924731184,7.056344086021507,5758,80408.51,27336.17273427603
71,0,0,174,1.0,1.0,0.0,27573.142666666652,4.788666666666664,5758,82363.18,27633.75779281671
71,0,0,174,1.0,1.0,0.0,11965.495483870967,2.0780645161290323,5758,69070.18,17122.398601896846
71,0,0,177,1.0,1.0,0.0,12041.897333333323,2.0913333333333317,5758,79346.31,9722.485281577816
71,0,0,189,1.0,1.0,0.0,44162.002580645174,7.669677419354841,5758,108854.24,3443.180126025364
72,0,0,1032,19.0,2.0,0.0,155765.9105376344,10.112043010752688,15404,151299.96,18750.3559788864
72,0,0,1033,19.0,2.0,0.0,135569.87047619047,8.80095238095238,15404,133586.89,16329.17122360974
72,0,0,1034,19.0,2.0,0.0,123556.64344086019,8.021075268817203,15404,142657.08,20446.45157529032
72,0,0,1036,19.0,2.0,0.0,61061.455999999984,3.963999999999999,15404,125562.74,16150.325000885765
72,0,0,1037,19.0,2.0,0.0,72385.54924731178,4.699139784946233,15404,142915.0,41885.23766406621
72,0,0,1040,19.0,2.0,0.0,110176.25422222217,7.152444444444441,15404,144685.7,52750.767760832365
72,0,0,1041,19.0,2.0,0.0,123808.40774193546,8.037419354838708,15404,149038.9,55639.396169596
72,0,0,1044,19.0,2.0,0.0,108695.9243010753,7.056344086021507,15404,123563.26,65247.22617617196
72,0,0,1054,19.0,2.0,0.0,73764.6213333333,4.788666666666664,15404,123779.5,64065.31881828731
72,0,0,1056,19.0,2.0,0.0,32010.505806451612,2.0780645161290323,15404,112374.5,29664.11357768619
72,0,0,1057,19.0,2.0,0.0,32214.898666666642,2.0913333333333317,15404,126403.52,38515.52235728797
72,0,0,1060,19.0,2.0,0.0,118143.71096774196,7.669677419354841,15404,144331.84,18197.411131728484
Entrance Gate,0,0,0,0.0,0.0,0.0,889.8597849462365,10.112043010752688,88,7060.53,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,774.4838095238094,8.80095238095238,88,6314.8,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,705.8546236559139,8.021075268817203,88,5585.28,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,348.83199999999994,3.963999999999999,88,4368.44,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,413.5243010752685,4.699139784946233,88,5944.16,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,629.4151111111108,7.152444444444441,88,7412.15,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,707.2929032258063,8.037419354838708,88,9436.29,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,620.9582795698926,7.056344086021507,88,11898.75,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,421.40266666666645,4.788666666666664,88,8810.36,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,182.86967741935484,2.0780645161290323,88,7348.2,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,184.03733333333318,2.0913333333333317,88,5279.46,0.0
Entrance Gate,0,0,0,0.0,0.0,0.0,674.931612903226,7.669677419354841,88,5027.67,0.0
74,0,0,330,0.0,0.0,0.0,55747.69311827957,10.112043010752688,5513,57074.41,1763.4600013623976
74,0,0,330,0.0,0.0,0.0,48519.650476190465,8.80095238095238,5513,45343.53,1099.2688868618952
74,0,0,330,0.0,0.0,0.0,44220.18795698924,8.021075268817203,5513,61550.85,1210.744673570449
74,0,0,331,0.0,0.0,0.0,21853.531999999996,3.963999999999999,5513,43362.13,1642.5030615270027
74,0,0,333,0.0,0.0,0.0,25906.35763440858,4.699139784946233,5513,53600.88,3919.1293263287134
74,0,0,333,0.0,0.0,0.0,39431.4262222222,7.152444444444441,5513,56308.25,5885.874053283366
74,0,0,335,0.0,0.0,0.0,44310.292903225796,8.037419354838708,5513,56510.99,6383.409033112482
74,0,0,335,0.0,0.0,0.0,38901.624946236574,7.056344086021507,5513,47472.06,5289.510696807027
74,0,0,336,0.0,0.0,0.0,26399.91933333332,4.788666666666664,5513,47148.67,4430.364203355674
74,0,0,336,0.0,0.0,0.0,11456.369677419356,2.0780645161290323,5513,40383.17,2006.5038487287784
74,0,0,337,0.0,0.0,0.0,11529.520666666658,2.0913333333333317,5513,44277.24,1605.2967331901011
74,0,0,338,0.0,0.0,0.0,42282.93161290324,7.669677419354841,5513,49489.85,1304.394031215893
90,0,0,92,0.0,0.0,0.0,54979.177849462365,10.112043010752688,5437,88198.4,2640.193905720957
90,0,0,92,0.0,0.0,0.0,47850.778095238085,8.80095238095238,5437,66716.61,2849.5406777677285
90,0,0,92,0.0,0.0,0.0,43610.58623655913,8.021075268817203,5437,64739.16,6466.260599519557
90,0,0,92,0.0,0.0,0.0,21552.267999999996,3.963999999999999,5437,79615.91,4606.552790734068
90,0,0,92,0.0,0.0,0.0,25549.22301075267,4.699139784946233,5437,82628.53,19944.402348144755
90,0,0,92,0.0,0.0,0.0,38887.840444444424,7.152444444444441,5437,80378.02,29850.68094235025
90,0,0,92,0.0,0.0,0.0,43699.44903225805,8.037419354838708,5437,77376.6,33816.86597923635
90,0,0,92,0.0,0.0,0.0,38365.34279569893,7.056344086021507,5437,62407.85,32095.14725504522
90,0,0,93,0.0,0.0,0.0,26035.98066666665,4.788666666666664,5437,61056.21,27041.60423315772
90,0,0,93,0.0,0.0,0.0,11298.43677419355,2.0780645161290323,5437,41817.55,12725.682121608928
90,0,0,93,0.0,0.0,0.0,11370.579333333324,2.0913333333333317,5437,50478.65,16181.74226162947
90,0,0,93,0.0,0.0,0.0,41700.03612903227,7.669677419354841,5437,60836.28,2799.368602372543
92,0,0,0,0.0,0.0,0.0,9555.880645161289,10.112043010752688,945,11164.48,458.8891792270081
92,0,0,0,0.0,0.0,0.0,8316.899999999998,8.80095238095238,945,7616.26,495.275901789879
92,0,0,0,0.0,0.0,0.0,7579.916129032256,8.021075268817203,945,10398.25,1123.889043518273
92,0,0,0,0.0,0.0,0.0,3745.979999999999,3.963999999999999,945,11727.74,800.6643440590739
92,0,0,0,0.0,0.0,0.0,4440.687096774191,4.699139784946233,945,7582.47,3466.5209316476166
92,0,0,0,0.0,0.0,0.0,6759.059999999997,7.152444444444441,945,6439.63,5188.323606112336
92,0,0,0,0.0,0.0,0.0,7595.3612903225785,8.037419354838708,945,6108.51,5877.683368229388
92,0,0,0,0.0,0.0,0.0,6668.245161290324,7.056344086021507,945,14536.59,5578.431375263927
92,0,0,0,0.0,0.0,0.0,4525.289999999997,4.788666666666664,945,13863.3,4700.07405290439
92,0,0,0,0.0,0.0,0.0,1963.7709677419355,2.0780645161290323,945,12774.96,2211.835142400782
92,0,0,0,0.0,0.0,0.0,1976.3099999999986,2.0913333333333317,945,17670.46,2812.537960397112
92,0,0,0,0.0,0.0,0.0,7247.8451612903245,7.669677419354841,945,19238.27,486.5527918982247
93,0,0,186,16.0,0.0,0.0,4176.2737634408595,10.112043010752688,413,1285.42,200.55665523435243
93,0,0,186,16.0,0.0,0.0,3634.7933333333326,8.80095238095238,413,4354.45,216.45356257466128
93,0,0,186,16.0,0.0,0.0,3312.7040860215047,8.021075268817203,413,4404.08,491.1814932390874
93,0,0,186,16.0,0.0,0.0,1637.1319999999996,3.963999999999999,413,4189.57,349.9159239778258
93,0,0,186,16.0,0.0,0.0,1940.7447311827943,4.699139784946233,413,4469.72,1514.9930758019716
93,0,0,186,16.0,0.0,0.0,2953.9595555555543,7.152444444444441,413,4398.95,2267.4892012664395
93,0,0,189,16.0,0.0,0.0,3319.4541935483862,8.037419354838708,413,4414.03,2568.763708934528
93,0,0,189,16.0,0.0,0.0,2914.2701075268824,7.056344086021507,413,3954.66,2437.9798415702858
93,0,0,189,16.0,0.0,0.0,1977.7193333333323,4.788666666666664,413,3850.05,2054.1121039430054
93,0,0,190,16.0,0.0,0.0,858.2406451612903,2.0780645161290323,413,3557.93,966.6562478798978
93,0,0,190,16.0,0.0,0.0,863.720666666666,2.0913333333333317,413,3880.97,1229.1833649780986
93,0,0,191,16.0,0.0,0.0,3167.576774193549,7.669677419354841,413,4571.89,212.64830564197092
93A,0,0,69,0.0,0.0,0.0,3761.68,10.112043010752688,372,4285.42,0.0
93A,0,0,71,0.0,0.0,0.0,3273.954285714285,8.80095238095238,372,2644.74,0.0
93A,0,0,71,0.0,0.0,0.0,2983.8399999999997,8.021075268817203,372,3831.05,0.0
93A,0,0,72,0.0,0.0,0.0,1474.6079999999997,3.963999999999999,372,2477.37,0.0
93A,0,0,72,0.0,0.0,0.0,1748.0799999999988,4.699139784946233,372,4231.67,0.0
93A,0,0,74,0.0,0.0,0.0,2660.7093333333323,7.152444444444441,372,4357.2,0.0
93A,0,0,76,0.0,0.0,0.0,2989.919999999999,8.037419354838708,372,5764.22,0.0
93A,0,0,78,0.0,0.0,0.0,2624.960000000001,7.056344086021507,372,4147.34,0.0
93A,0,0,78,0.0,0.0,0.0,1781.383999999999,4.788666666666664,372,4159.07,0.0
93A,0,0,78,0.0,0.0,0.0,773.04,2.0780645161290323,372,3300.42,0.0
93A,0,0,79,0.0,0.0,0.0,777.9759999999994,2.0913333333333317,372,2706.5,0.0
93A,0,0,82,0.0,0.0,0.0,2853.120000000001,7.669677419354841,372,3162.74,0.0
94,0,0,0,0.0,0.0,0.0,4095.3774193548384,10.112043010752688,405,2908.51,0.0
94,0,0,0,0.0,0.0,0.0,3564.3857142857137,8.80095238095238,405,2190.9,0.0
94,0,0,0,0.0,0.0,0.0,3248.5354838709673,8.021075268817203,405,2347.43,0.0
94,0,0,0,0.0,0.0,0.0,1605.4199999999996,3.963999999999999,405,2649.77,0.0
94,0,0,0,0.0,0.0,0.0,1903.1516129032243,4.699139784946233,405,4761.73,0.0
94,0,0,0,0.0,0.0,0.0,2896.739999999999,7.152444444444441,405,6166.04,0.0
94,0,0,0,0.0,0.0,0.0,3255.1548387096764,8.037419354838708,405,6355.04,0.0
94,0,0,0,0.0,0.0,0.0,2857.8193548387103,7.056344086021507,405,6760.5,0.0
94,0,0,0,0.0,0.0,0.0,1939.409999999999,4.788666666666664,405,5763.86,0.0
94,0,0,0,0.0,0.0,0.0,841.6161290322581,2.0780645161290323,405,3540.98,0.0
94,0,0,0,0.0,0.0,0.0,846.9899999999993,2.0913333333333317,405,3080.18,0.0
94,0,0,0,0.0,0.0,0.0,3106.2193548387104,7.669677419354841,405,2378.77,0.0
95,1,52,0,0.0,10.0,15865.795483870967,0.0,10.112043010752688,1569,104614.92,4877.473055087745
95,1,52,0,0.0,10.0,13808.694285714284,0.0,8.80095238095238,1569,87338.34,15783.48282514904
95,1,52,0,0.0,10.0,12585.067096774192,0.0,8.021075268817203,1569,94767.41,28859.106627781468
95,1,54,0,0.0,10.0,6219.515999999999,0.0,3.963999999999999,1569,80995.69,20027.56469480346
95,1,55,0,0.0,10.0,7372.950322580639,0.0,4.699139784946233,1569,86469.52,41601.6108287325
95,1,56,0,0.0,10.0,11222.18533333333,0.0,7.152444444444441,1569,127632.84,41034.809929652205
95,1,59,0,0.0,10.0,12610.710967741932,0.0,8.037419354838708,1569,128236.9,32112.30133375476
95,1,59,0,0.0,10.0,11071.403870967744,0.0,7.056344086021507,1569,130000.0,13216.260965616715
95,1,60,0,0.0,10.0,7513.417999999996,0.0,4.788666666666664,1569,188069.61,44106.31750668584
95,1,60,0,0.0,10.0,3260.4832258064516,0.0,2.0780645161290323,1569,73901.05,21964.69873517304
95,1,60,0,0.0,10.0,3281.3019999999974,0.0,2.0913333333333317,1569,105087.47,28970.633992409967
